,Title,Abstract
138,Hemlock woolly adelgid invasion affects microhabitat characteristics and small mammal communities,"Hemlock woolly adelgid (HWA) invasion and preemptive logging practices alter the habitat structure of New England forests and may indirectly affect associated small mammal communities. Microhabitat structure was measured and small mammals were censused in eight large experimental plots to quantify these effects. The Harvard Forest long-term ecological research experiment is a replicated two-block design that includes four ~ 0.81-ha canopy treatments: (1) hemlock control, (2) hardwood control, (3) girdled Treatment, in which hemlock trees were killed by girdling in 2005 and left standing to simulate HWA invasion, and (4) logged treatment, in which trees were removed to simulate preemptive logging management practices. Nine microhabitat characteristics were measured from plot photos revealing differences among ground and canopy microhabitat structure. Small mammals were censused during high (2012) and low (2013) abundant years. Populations of common species were estimated with mark-recapture analysis. Peromyscus spp. were not affected by treatment in either year, but southern red-backed vole populations were greatest in the girdled treatments in 2012 and rarely captured in 2013. Between 6 and 9 mammal species were recorded in all treatments and species composition varied slightly. Estimated species richness was greater in girdled treatments than hemlock controls, but did not differ between girdled and logged treatments, which suggests preemptive logging is as detrimental to some small mammal species as HWA invasion. Overall, there is little evidence of a major shift in small mammal community structure in response to HWA invasion, with only minor changes in relative abundance both years. © 2018, Springer International Publishing AG, part of Springer Nature."
139,Detection of Diplodia corticola spores in Ontario and Québec based on High Throughput Sequencing (HTS) methods,"A total of 252 aerial spore samples from the provinces of Quebec and Ontario were obtained during an extensive research programme focusing on aerobiology of fungal spores. Samples were collected on 95 sticky rods from rotary arm spore collectors and 157 filters from passive rain collectors. DNA from samples was PCR-amplified for fungal ribosomal ITS and sequenced using High Throughput Sequencing (HTS) methods. After bioinformatics analysis of DNA sequences, the presence of Diplodia corticola, an emerging tree pathogen in North America, was observed. In total, 313 DNA sequence reads from aerial spores of D. corticola were found in the Illumina data set, and 199 DNA sequence reads were obtained from the Ion Torrent data set. DNA of D. corticola was found in 16 of the 32 sampled sites, always less than 10 reads per site, with the exception of three sites–Quebec City, Aylmer and Ottawa–where 287, 125 and 73 DNA reads, respectively, were detected. This is not a first report of the presence of D. corticola causing a tree disease in Canada as symptomatic trees have not been identified. Typically, like many other species of the Botryosphaeriaceae, this fungal pathogen is believed to be an opportunistic plant endophyte capable of living asymptomatically for several years before showing up as a pathogen when conducive conditions arise. Its presence as singletons in nearly half the sampled sites in Quebec and Ontario may be the result of long-distance spore dispersal originating from known infected sites in Massachusetts, Maine and other unknown sites in the north-eastern USA. However, its much higher read counts in three sites may indicate the possibility of a few trees being asymptomatically infected and spreading conidia locally. © 2018, © 2018 Her Majesty the Queen in Right of Canada, as represented by Natural Resources Canada."
140,Inhibition of larval growth and adult fecundity in Asian long-horned beetle (Anoplophora glabripennis) exposed to azadirachtins under quarantine laboratory conditions,"BACKGROUND: The Asian long-horned beetle [ALB; Anoplophora glabripennis (Motschulsky)] is an invasive, wood-boring insect posing significant economic and ecological threats to the deciduous forests of North America. An efficacious and environmentally acceptable chemical control technique is a requirement of a comprehensive, integrated response strategy. RESULTS: Results of this study demonstrate statistically significant, concentration-dependent effects of azadirachtins, a family of natural compounds derived from the neem tree, on both ALB larval and adult life stages. Growth inhibitory effects on ALB larvae were greatest on early life stages. Significant effects on adults included inhibition of female feeding, oviposition effort and fecundity for adults exposed to azadirachtins via maturation feeding on systemically loaded twigs. CONCLUSION: These quarantine laboratory experiments verify multi-mechanistic, deleterious effects on both larval and adult life stages of ALB, an exotic, invasive insect pest of critical importance in North America. Field efficacy studies are required to further understand dose acquisition by larval and adult ALB life stages following systemic injections to host trees under semi-operational use scenarios. Such studies could also be used to test postulates regarding optimal deployment strategies to meet objectives such as slowing the spread of this pest and protection of high-value deciduous forest resources. © 2017 Her Majesty the Queen in Right of Canada Pest Management Science © 2017 Society of Chemical Industry. © 2017 Her Majesty the Queen in Right of Canada Pest Management Science © 2017 Society of Chemical Industry"
141,Soil moisture response to white ash mortality following emerald ash borer invasion,"Emerald ash borer (EAB) (Agrilus planipennis Fairmaire), an invasive forest insect first identified in southeastern Michigan in 2002, is established in at least 32 US states and three Canadian provinces. Ash (Fraxinus spp.) mortality rates in some forested areas exceed 90%, but to date, little is known about the potential effects of EAB-caused ash mortality on hydrological processes. More broadly, there is a need for information on the timing and magnitude of soil moisture response to species-specific mortality of overstory vegetation in deciduous forest systems. Soil moisture was examined in 28 forested sites where 0–100% of the white ash basal area (Fraxinus americana L.) was killed by EAB. Synoptic measurements of near-surface (0–6 cm depth) soil moisture were collected from 112 plots (18 m radius) within the sites. Three plots were also instrumented with soil moisture sensors at 10 and 25 cm depth to log hourly measurements from May to October. Synoptic data showing white ash mortality and soil moisture were positively correlated in the 34 plots with ≥ 5% mortality (by total basal area). In the intensively monitored plots, volumetric soil moisture declined from 37 to 16% between July and September where white ash mortality was low (0.6% of basal area killed), but remained near field capacity (~ 30%) throughout the monitoring period in the high mortality plot (8.6% of basal area killed), meriting further investigation to assess effects of white ash mortality on evapotranspiration and soil moisture dynamics in heterogeneous upland forests. Altered soil moisture may have implications for regrowth dynamics, infiltration/runoff partitioning, and nutrient cycling, but additional study to quantify the extent and duration of EAB-related ash mortality on hydrology at the plot and watershed scale is necessary. © 2018, Springer-Verlag GmbH Germany, part of Springer Nature."
142,Decadal-scale reduction in forest net ecosystem production following insect defoliation contrasts with short-term impacts of prescribed fires,"Understanding processes underlying forest carbon dynamics is essential for accurately predicting the outcomes of non-stand-replacing disturbance in intermediate-age forests. We quantified net ecosystem production (NEP), aboveground net primary production (ANPP), and the dynamics of major carbon (C) pools before and during the decade following invasive insect defoliation and prescribed fires in oak- and pine-dominated stands in the New Jersey Pinelands National Reserve, USA. Gross ecosystem production (GEP) recovered during the year following defoliation at the oak stand, but tree mortality increased standing dead and coarse woody debris, and ecosystem respiration (Re) accounted for &gt;97% of GEP. As a result, NEP averaged only 22% of pre-disturbance values during the decade following defoliation. At the pine stand, GEP also recovered to pre-disturbance values during the year following understory defoliation by gypsy moth and two prescribed fires, while Re was nearly unaffected. Overall, defoliation and tree mortality at the oak stand drove a decadal-scale reduction in NEP that was twofold greater in magnitude than C losses associated with prescribed fires at the pine stand. Our study documents the outcomes of different non-stand-replacing disturbances, and highlights the importance of detrital dynamics and increased Re in long-term measurements of forest C dynamics following disturbance in intermediate-age forests. © 2018 by the authors."
143,Ten years of monitoring illustrates a cascade of effects of white pine blister rust and focuses whitebark pine restoration in the canadian Rocky and Columbia Mountains,"Whitebark pine forests are declining due to infection by white pine blister rust and mountain pine beetle, combined with the effects of climate change and fire suppression. The Canadian Rocky and Columbia Mountains represent a large portion of the whitebark range; a vast area, exemplifying the need for knowledge about whitebark pine stands to target restoration. The aim of our work was to identify variables predicting live tree infection, seedling infection, canopy kill, mortality, and regeneration across this region, and present the results in spatially-explicit formats to assist land managers with restoration. Live tree and seedling infection by white pine blister rust increased over the last decade and cascading effects of the disease are intensifying, including canopy kill and mortality. We show that large diameter trees are more likely to be infected, and the highest infection rates are in southern and western areas. The conditions for seedling infection are more strongly influenced by fine-scale climatic conditions than for trees. Areas with low regeneration are: (1) the dry east slopes where live tree infection is low; and (2) where live tree infection rates are high, suggesting that canopy kill and mortality are influencing regeneration. Results highlight where to target restoration and coordinate across boundaries. © 2018 by the authors."
144,Assessing an integrated biological and chemical control strategy for managing hemlock woolly adelgid in southern Appalachian forests,"In the eastern United States, hemlock woolly adelgid (HWA), Adelges tsugae Annand (Hemiptera: Adelgidae) is considered an invasive pest of eastern hemlocks; an ecologically foundational tree species. Current management of HWA focuses on chemical and biological controls, with recent research suggesting that these two tactics could be integrated successfully. The approach is to protect a subset of hemlocks with systemic insecticides while releasing predatory insects onto adjacent, unprotected trees. The goal of this study was to assess the effects of chemical and biological control tactics, alone and in combination, on hemlock health and HWA densities at three southern Appalachian sites (KY, WV, and TN) from 2010 to 2016. Although insecticide applications were effective at protecting individual trees, none of the overall treatments (chemical, biological, or combined) had a significant effect on tree health or HWA population index values relative to untreated plots. Tree health generally declined at all sites over time. HWA populations were highly variable over time and were likely more strongly influenced by extremely low, winter temperatures than by the treatments. Cross-correlation analysis of tree health and HWA population indicated a time-lag effect. At two of the three sites, recovery of tree health lagged 0 – 3 years behind decline in HWA population, and decline in HWA populations lagged approximately 0 – 1 years behind decline in tree health. The predatory beetle, Laricobius nigrinus, was recovered two-years, post-release at the KY and WV sites in 2012 and 2013, but was not recovered from the TN site. The lack of sustained recovery of L. nigrinus may be attributable to the occurrence of extremely low, winter temperatures in 2014 and 2015, which produced subsequent crashes in the HWA populations. In TN, the L. nigrinus population may have been unrecoverable due to a decline in the HWA population shortly after initial release. © 2018 Elsevier B.V."
145,"Reducing firewood movement by the public: Use of survey data to assess and improve efficacy of a regulatory and educational program, 2006-2015","This paper describes a program of policy management and research from 2006 through 2015. It focuses on regulator efforts to understand and address challenges presented by dispersal of forest diseases and invasive pests in firewood by the camping public. Five surveys conducted at two-year intervals informed these efforts. The first survey in 2006 benchmarked campers' awareness of forest threats by invasive species, their evaluations of firewood supplied at and near Wisconsin state parks, and their compliance with firewood movement rules which had been implemented that year. The 2008 survey tested for improvements in awareness and compliance and investigated campers' motivations. The motivation research showed that calculated, normative, and social motivations are all important to rule compliance in the camping context. Surveys in 2010, 2012, and 2014 confirmed these results and guided education and outreach efforts, adjustments to firewood movement rules forWisconsin state parks and forests, and improvements to firewood supplies at state campgrounds. The survey sequence as a whole revealed that: (1) compliance improves dramatically in early program years and then levels off, suggesting that it may be unrealistic and cost ineffective to strive for 100% compliance in similar regulatory contexts; (2) persistence in messaging is important in building awareness and motivation; and (3) regulation and persuasion based on motivational principles can extend beyond specific situations where informing and regulating take place, suggesting that public properties can be useful venues for encouraging other types of environmentally responsible behavior. © 2018 by the authors."
146,Density of Emerald Ash Borer (Coleoptera: Buprestidae) Adults and Larvae at Three Stages of the Invasion Wave,"Emerald ash borer (EAB) (Agrilus planipennis Fairmaire) (Coleoptera: Buprestidae), an invasive phloem-feeding buprestid, has killed hundreds of millions of ash (Fraxinus spp.) trees in the United States and two Canadian provinces. We evaluated EAB persistence in post-invasion sites and compared EAB adult captures and larval densities in 24 forested sites across an east-west gradient in southern Michigan representing the Core (post-invasion), Crest (high EAB populations), and Cusp (recently infested areas) of the EAB invasion wave. Condition of green ash (Fraxinus pennsylvanica Marsh) trees were recorded in fixed radius plots and linear transects in each site. Ash mortality was highest in Core sites in the southeast, moderate in Crest sites in central southern Michigan, and low in Cusp sites in the southwest. Traps and trap trees in Crest sites accounted for 75 and 60% of all EAB beetles captured in 2010 and 2011, respectively. Populations of EAB were present in all Core sites and traps in these sites captured 13% of all beetles each year. Beetle captures and larval densities at Cusp sites roughly doubled between 2010 and 2011, reflecting the increasing EAB populations. Sticky bands on girdled trees captured the highest density of EAB beetles per m2 of area, while baited double-decker traps had the highest detection rates and captured the most beetles. Larval densities were higher on girdled ash than on similar ungirdled trees and small planted trees. Woodpecker predation and a native larval parasitoid were present in all three invasion regions but had minor effects on ash survival and EAB densities. © The Author(s) 2018. Published by Oxford University Press on behalf of Entomological Society of America. All rights reserved."
147,"Impact of an Invasive Longhorned Beetle, Tetropium fuscum (Coleoptera: Cerambycidae), on Community Structure of Subcortical and Wood-Associated Insects in Eastern Canada","Tetropium fuscum (Fabricius) (Coleoptera: Cerambycidae), a phloem-feeding and wood-boring beetle introduced from Eurasia, attacks spruce in eastern Canada alongside its native congener Tetropium cinnamopterum Kirby. We reared phloem- and wood-feeding insects (and their predators) from bolts of red and Norway spruce (Picea rubens and Picea abies) in Nova Scotia, comparing insect communities between bolts with added eggs of T. fuscum or T. cinnamopterum and bolts without added Tetropium (controls). We tested for impacts of each Tetropium on insect community structure (Simpson's diversity, richness, and evenness). We also asked whether, consistent with Darwin's Naturalization Hypothesis, Tetropium spp. would have greater impacts on emergence of its closer relatives (which might be most likely to compete and/or share natural enemies). Addition of Tetropium eggs (either species) to bolts lowered insect diversity in both host trees. Both richness and evenness components of diversity were always lower in +Tetropium treatments, although different components reached statistical significance in different Tetropium species × host combinations. Addition of Tetropium spp. significantly reduced emergence of some species: Evodinus monticola (Randall) (Coleoptera: Cerambycidae) was reduced by T. fuscum on both hosts and by T. cinnamopterum on Norway spruce; Hylobius congener Dalla Torre, Schenkling, and Marshall was reduced by T. fuscum on red spruce; and Xylophagus sp. (Diptera: Xylophagidae) was reduced by T. cinnamopterum on Norway spruce. However, there was no relationship between Tetropium's impact on a community member and their phylogenetic relatedness, and the overall impacts of Tetropium presence were not very different between T. fuscum and T. cinnamopterum. © The Author(s) 2017. Published by Oxford University Press on behalf of Entomological Society of America. All rights reserved."
148,Effects of Phytophthora ramorum on volatile organic compound emissions of Rhododendron using gas chromatography–mass spectrometry,"Phytophthora ramorum is an invasive and devastating plant pathogen that causes sudden oak death in coastal forests in the western United States and ramorum blight in nursery ornamentals and native plants in various landscapes. As a broad host-range quarantine pest that can be asymptomatic in some hosts, P. ramorum presents significant challenges for regulatory efforts to detect and contain it, particularly in commercial nurseries. As part of a program to develop new detection methods for cryptic infections in nursery stock, we compared volatile emissions of P. ramorum-inoculated and noninoculated Rhododendron plants using three gas chromatography–mass spectrometry methods. The first used a branch enclosure combined with headspace sorptive extraction to measure plant volatiles in situ. Seventy-eight compounds were found in the general Rhododendron profile. The volatile profile of inoculated but asymptomatic plants (121 days post-inoculation) was distinguishable from the profile of the noninoculated controls. Three compounds were less abundant in inoculated Rhododendron plants relative to noninoculated and mock-inoculated control plants. A second method employed stir bar sorptive extraction to measure volatiles in vitro from leaf extractions in methanol; 114 volatiles were found in the overall profile with 30 compounds less abundant and one compound more abundant in inoculated Rhododendron plants relative to mock-inoculated plants. At 128 days post-inoculation, plants were asymptomatic and similar in appearance to the noninoculated controls, but their chemical profiles were different. In a third technique, volatiles from water runoff from the soil of potted healthy and inoculated Rhododendron plants were compared. Runoff from the inoculated plants contained four unique volatile compounds that never appeared in the runoff from mock-inoculated plants. These three volatile detection techniques could lead to innovative approaches that augment detection and diagnosis of P. ramorum and oomycete pathogens in nurseries and other settings. [Figure not available: see fulltext.]. © 2017, Springer-Verlag GmbH Germany, part of Springer Nature."
149,Not dead yet: Beech trees can survive nearly three decades in the aftermath phase of a deadly forest disease complex,"Management efforts often focus on preventing the arrival of destructive insects and pathogens or mitigating damage in forests experiencing heavy mortality. This need for management often abates after the mortality event due to reduced causal agent presence. However, the persistence of causal agents in beech bark disease (BBD)-impacted forests typically results in repeated tree mortality; this cycle has cascading impacts on forest biota and timber regeneration. We analyzed remeasurement data on BBD severity and tree death collected from 1988 to 2016 in disease aftermath stands in the Adirondack Mountains of New York to quantify the survival of BBD-affected trees over time. We found that while BBD severity has a strong influence on the yearly probability of tree survival, affected trees can survive for at least 28 years. However, the probability a tree will survive this long declined with more severe initial disease status regardless of how BBD severity changed over time. These findings could help inform management efforts to ameliorate the indirect impacts of BBD on forest wildlife populations, plant community diversity, and the regeneration of desirable timber species over time. Furthermore, our results underscore the continued need to manage BBD-induced beech mortality and disease-associated agents in aftermath stands. © 2017 Elsevier B.V."
150,Mortality and recovery of hemlockwoolly adelgid (Adelges tsugae) in response towinter temperatures and predictions for the future,"Eastern (Tsuga canadensis) and Carolina hemlocks (T. caroliniana) of eastern North America have been attacked by the non-native hemlock woolly adelgid (Adelges tsugae Annand) (HWA) since the first half of the 20th century. Unlike most insects, HWA develops through one generation from fall to late winter, exposing this insect to the lethal effects of winter temperatures. The mortality inflicted by winter temperatures on HWA determines the surviving population density as well as its ability to spread to uninfested areas. With the ongoing changes in climate, knowledge of this species' ability to survive and spread in the future can help land managers prepare for its management. This study began during the winter of 2014 and ended in the spring of 2017. During this period, winter mortality of HWA was recorded at 100 sites from Maine to Georgia (n = 209). Changes in population density from the sistens to the succeeding progrediens generation were recorded at 24 sites (n = 35). Models were developed to predict HWA mortality using the lowest minimum temperature prior to the mortality assessment date, the number of days with mean temperature < -1 °C, and the mean daily temperature of the three days preceding that minimum. Models were also developed to predict population density changes from the overwintering sistens generation to the following progrediens generation. Future projections under climate change showed increases in winter survival and population growth rates over time. Especially towards the northeastern edge of T. canadensis' distribution as minimum temperatures are predicted to increase at a greater rate. This will result in an increase in density throughout its current distribution and expansion northward causing an increase in its impact on eastern Tsuga spp. © 2017 by the authors."
151,"Cryptic genetic variation in an inbreeding and cosmopolitan pest, Xylosandrus crassiusculus, revealed using ddRADseq","Each year new exotic species are transported across the world through global commerce, causing considerable economic and ecological damage. An important component of managing invasion pathways is to identify source populations. Some of the most widespread exotic species are haplodiploid ambrosia beetles. The ability to mate with siblings (inbreed) and their transportable food source (symbiotic fungus) have enabled them to colonize most of the world and become pests of plant nurseries, lumber, and forests. One of the fastest spreading ambrosia beetles is Xylosandrus crassiusculus. In order to discover the source populations of this globally invasive species, track its movement around the world, and test biogeographical scenarios, we combined restriction site-associated DNA sequencing (RADseq) with comprehensive sampling across the species native and introduced range. From 1,365 genotyped SNP loci across 198 individuals, we determined that in its native range, X. crassiusculus is comprised of a population in Southeast Asia that includes mainland China, Thailand, and Taiwan, and a second island population in Japan. North America and Central America were colonized from the island populations, while Africa and Oceania were colonized from the mainland Asia, and Hawaii was colonized by both populations. Populations of X. crassiusculus in North America were genetically diverse and highly structured, suggesting (1) numerous, repeated introductions; (2) introduction of a large founding population; or (3) both scenarios with higher than expected outcrossing. X. crassiusculus, other wood-boring insects, and indeed many other pests with unusual genetic structure continue to spread around the world. We show that contemporary genetic methods offer a powerful tool for understanding and preventing pathways of future biosecurity threats. © 2017 The Authors. Ecology and Evolution published by John Wiley & Sons Ltd."
152,"Comparative analysis of mitochondrial genomes of geographic variants of the gypsy moth, Lymantria dispar, reveals a previously undescribed genotypic entity","The gypsy moth, Lymantria dispar L., is one of the most destructive forest pests in the world. While the subspecies established in North America is the European gypsy moth (L. dispar dispar), whose females are flightless, the two Asian subspecies, L. dispar asiatica and L. dispar japonica, have flight-capable females, enhancing their invasiveness and warranting precautionary measures to prevent their permanent establishment in North America. Various molecular tools have been developed to help distinguish European from Asian subspecies, several of which are based on the mitochondrial barcode region. In an effort to identify additional informative markers, we undertook the sequencing and analysis of the mitogenomes of 10 geographic variants of L. dispar, including two or more variants of each subspecies, plus the closely related L. umbrosa as outgroup. Several regions of the gypsy moth mitogenomes displayed nucleotide substitutions with potential usefulness for the identification of subspecies and/or geographic origins. Interestingly, the mitogenome of one geographic variant displayed significant divergence relative to the remaining variants, raising questions about its taxonomic status. Phylogenetic analyses placed this population from northern Iran as basal to the L. dispar clades. The present findings will help improve diagnostic tests aimed at limiting risks of AGM invasions. © 2017 The Author(s)."
153,RNA interference in the Asian Longhorned Beetle: Identification of Key RNAi genes and reference genes for RT-qPCR,"Asian Longhorned Beetle (ALB) Anoplophora glabripennis is a serious invasive forest pest in several countries including the United States, Canada, and Europe. RNA interference (RNAi) technology is being developed as a novel method for pest management. Here, we identified the ALB core RNAi genes including those coding for Dicer, Argonaute, and double-stranded RNA-binding proteins (dsRBP) as well as for proteins involved in dsRNA transport and the systemic RNAi. We also compared expression of six potential reference genes that could be used to normalize gene expression and selected gapdh and rpl32 as the most reliable genes among different tissues and stages of ALB. Injection of double-stranded RNA (dsRNA) targeting gene coding for inhibitor of apoptosis (IAP) into larvae and adults resulted in a significant knockdown of this gene and caused the death of 90% of the larvae and 100% of adults. No mortality of both larvae and adults injected with dsRNA targeting gene coding for green fluorescence protein (GFP, as a negative control) was observed. These data suggest that functional RNAi machinery exists in ALB and a potential RNAi-based method could be developed for controlling this insect. © 2017 The Author(s)."
154,Can Spathius galinae attack emerald ash borer larvae feeding in large ash trees?,"Agrilus planipennis, the emerald ash borer (EAB), is an invasive forest pest decimating North American ash trees. Population-wide management of EAB is focused on biological control through the introduction of four parasitic wasps, including the recently approved larval parasitoid Spathius galinae. This species was approved for release in the north-central and northeastern US in 2015 and its long ovipositor (4–5.3 mm) is expected to allow it to reach EAB larvae in larger ash trees with thicker bark, than the only other successfully established larval parasitoid, Tetrastichus planipennisi. Using experimentally infested logs of varying diameters in the laboratory, we measured the effect of bark thickness on oviposition of S. galinae to understand its potential value for controlling EAB in trees of differing diameter and bark thickness. Parasitism by S. galinae was highest when bark was thin (<4 mm) and dropped significantly as valley bark thickness increased beyond 6.5 mm. We also found that EAB larval feeding on inner bark, reduced the bark thickness directly over the larval galleries by 0.4 mm on average. Our results suggest that S. galinae will be able to reach EAB larvae in >95% of all ash in the northeastern United States. S. galinae will likely play a vital role in providing additional control and in supporting ash regeneration in aftermath areas of EAB invasions. © 2017 Elsevier Inc."
155,Building double-decker traps for early detection of emerald ash borer,"Emerald ash borer (EAB) (Agrilus planipennis Fairmaire), the most destructive forest insect to have invaded North America, has killed hundreds of millions of forest and landscape ash (Fraxinus spp.) trees. Several artificial trap designs to attract and capture EAB beetles have been developed to detect, delineate, and monitor infestations. Double-decker (DD) traps consist of two corrugated plastic prisms, one green and one purple, attached to a 3 m tall polyvinyl chloride (PVC) pipe supported by a t-post. The green prism at the top of the PVC pipe is baited with cis-3- hexenol, a compound produced by ash foliage. Surfaces of both prisms are coated with sticky insect glue to capture adult EAB beetles. Doubledecker traps should be placed near ash trees but in open areas, exposed to sun. Double-decker trap construction and placement are presented here, along with a summary of field experiments demonstrating the efficacy of DD traps in capturing EAB beetles. In a recent study in sites with relatively low EAB densities, double-decker traps captured significantly more EAB than green or purple prism traps or green funnel traps, all of which are designed to be suspended from a branch in the canopy of ash trees. A greater percentage of double decker traps were positive, i.e., captured at least one EAB, than the prism traps or funnel traps that were hung in ash tree canopies. © 2017 Journal of Visualized Experiments."
156,Emerald ash borer impacts on visual preferences for urban forest recreation settings,"Extensive outbreaks of the emerald ash borer (Agrilus planipennis; EAB), an invasive forest insect, are having serious impacts on the cultural ecosystem services of urban forests in the United States and other countries. Limited experience with how such outbreaks might affect recreational opportunities prompted this investigation of visitors to a state park in St. Paul/Minneapolis, Minnesota, USA, where EAB damage is occurring. A photo-questionnaire solicited visitors’ visual preferences for trail environments in a discrete choice experiment. Systematically manipulated digital images simulated different levels of EAB impact in combination with other physical and social attributes including trail-proximate EAB-related forest management responses, land use context of the viewscape beyond the trail environment, visitor types, and visitor densities. Results indicated that EAB impacts were significant but of lesser importance than surrounding viewscape development and visitor numbers. Specifically, respondents preferred dense trailside shrub vegetation and low trail user numbers and disliked viewscapes showing city buildings and removal of most ash trees. Results suggest that trail planning should not only consider near-view landscape impacts but also the visual quality of more distant viewscapes, and that urban forest managers need to be aware of how forest insect impacts and subsequent management responses affect recreation setting preferences. © 2017 Elsevier GmbH"
157,The effect of emerald ash borer-caused tree mortality on the invasive shrub Amur honeysuckle and their combined effects on tree and shrub seedlings,"Invasive insects and plants are major threats to the health and viability of North American forests. Emerald ash borer (Agrilus planipennis) (EAB) may cause extensive changes to forest composition due to rapid ash (Fraxinus spp.) mortality. Invasive shrubs like Amur honeysuckle (Lonicera maackii) may benefit from EAB and have negative effects on woody seedlings. We predict that ash mortality has positive effects on seedling abundance, recruitment, and survival, but that these effects are influenced by L. maackii basal area and/or cover. We sampled 16 sites, representing a chronosequence of ash mortality throughout western Ohio. We tested whether L. maackii growth and fecundity varied in relation to ash decline. We also investigated effects of ash decline, stand basal area (BA), L. maackii BA and percent cover on woody seedling abundance, recruitment, and survival using linear mixed models evaluated with Akaike’s Information Criterion. These same responses were also investigated for four seedling groups: L. maackii, invasive plants (excluding L. maackii), shade tolerant natives, and shade intolerant natives. We found a significant positive relationship between ash decline and L. maackii BA growth. Lower seedling species richness corresponded with greater L. maackii BA and better ash condition. Greater L. maackii BA was also associated with lower seedling abundance and recruitment, as well as abundance and recruitment of shade-tolerant species, and recruitment of shade-intolerant species. Sites with poorer ash condition and greater L. maackii BA had more L. maackii seedlings. These findings indicate that the negative effects of L. maackii are more important to future forest composition than ash decline; however ash decline increases L. maackii growth, hence exacerbating the effects of this invasive shrub. © 2017, Springer International Publishing AG."
158,Buying time: Preliminary assessment of biocontrol in the recovery of native forest vegetation in the aftermath of the invasive emerald ash borer,"Introduced forest pests have become one of the major threats to forests, and biological control is one of the few environmentally acceptable management practices. Assessing the impacts of a biocontrol program includes evaluating the establishment of biocontrol agents, the control of target pest, the impact on the affected organism, and the indirect impacts that the biocontrol agent may have on the whole community. We assessed the recovery of forest vegetation following the mortality of ash trees caused by the invasive emerald ash borer (EAB) pest in forest stands where biocontrol agents were released or not. We used a multilevel framework to evaluate potential indirect effects of the biocontrol agents on native forest seedlings. Our results showed a higher number of ash saplings where increasing numbers of the dominant EAB biocontrol agent were released, while the number of invasive and weedy saplings was negatively associated with the number of ash saplings, and the density of native seedlings was negatively associated with invasive and weedy saplings. The protection of ash saplings by the biocontrol agent may help native recruitment during forest transition by supporting the growth of native hardwood seedlings over invasive and weedy species. These results show that research on the efficacy of EAB biocontrol should include all ash size classes and the community dynamics of co-occurring species. © 2017 by the authors."
159,Working across cultures to protect native american natural and cultural resources from invasive species in California,"Invasive species know no boundaries; they spread regardless of ownership, and actions by neighboring landowners can influence local and regional populations and impacts. Native Americans and mainstream Western society (representing the prevalent attitudes, values, and practices of US society) both depend on forests for food, fiber, and emotional well-being, but in different ways. We surveyed Native American and nontribal environmental leaders in California to gauge differences in importance, impacts, and control strategies for invasive species and management of forest health. There were differences between Native American and nontribal responses in the pests of highest concern and in the understanding and perceived application of integrated pest management (IPM) techniques. Native American respondents prioritized established weed species, whereas nontribal participants highlighted recently introduced, quarantine pests or insects and pathogens with limited distribution but potentially high impact. These differences may stem from divergence in both cultural values and interpretations of terminology. Forest management based on traditional ecological knowledge has fundamental similarities to programs following IPM; increasing agency and Native American awareness of these connections can capitalize on areas of agreement, thereby assisting Native Americans, tribes, and agencies. © 2017, Society of American Foresters. All rights reserved."
160,Environmental factors driving the recovery of bay laurels from Phytophthora ramorum infections: An application of numerical ecology to citizen science,"Phytophthora ramorum is an alien and invasive plant pathogen threatening forest ecosystems in Western North America, where it can cause both lethal and non-lethal diseases. While the mechanisms underlying the establishment and spread of P. ramorum have been elucidated, this is the first attempt to investigate the environmental factors driving the recovery of bay laurel, the main transmissive host of the pathogen. Based on a large dataset gathered from a citizen science program, an algorithm was designed, tested, and run to detect and geolocate recovered trees. Approximately 32% of infected bay laurels recovered in the time period between 2005 and 2015. Monte Carlo simulations pointed out the robustness of such estimates, and the algorithm achieved an 85% average rate of correct classification. The association between recovery and climatic, topographic, and ecological factors was assessed through a numerical ecology approach mostly based on binary logistic regressions. Significant (p < 0.05) coefficients and the information criteria of the models showed that the probability of bay laurel recovery increases in association with high temperatures and low precipitation levels, mostly in flat areas. Results suggest that aridity might be a key driver boosting the recovery of bay laurels from P. ramorum infections. © 2017 by the authors. Licensee MDPI, Basel, Switzerland."
